etngrp_src,geslacht_src,lft_src,etngrp_dst,geslacht_dst,lft_dst,n
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[0,20)",10
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[20,30)",210
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[30,40)",20
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[40,50)",50
Autochtoon,Man,"[20,30)",Surinaams,Vrouw,"[50,60)",10
Autochtoon,Man,"[20,30)",Turks,Man,"[20,30)",10
Autochtoon,Man,"[20,30)",Turks,Vrouw,"[20,30)",40
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[0,20)",5140
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[20,30)",970
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[30,40)",1550
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[40,50)",250
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[50,60)",110
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[60,70)",600
Autochtoon,Man,"[30,40)",Autochtoon,Man,"[70,80)",50
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[0,20)",4720
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[20,30)",6410
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[30,40)",22420
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[40,50)",1370
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[50,60)",380
Autochtoon,Man,"[30,40)",Autochtoon,Vrouw,"[60,70)",890
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[20,30)",20
Autochtoon,Man,"[30,40)",Marokkaans,Vrouw,"[30,40)",130
Autochtoon,Man,"[30,40)",Overig,Man,"[0,20)",990
Autochtoon,Man,"[30,40)",Overig,Man,"[20,30)",180
Autochtoon,Man,"[30,40)",Overig,Man,"[30,40)",480
Autochtoon,Man,"[30,40)",Overig,Man,"[40,50)",110
Autochtoon,Man,"[30,40)",Overig,Man,"[60,70)",10
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[0,20)",1030
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[20,30)",3250
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[30,40)",11050
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[40,50)",1840
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[50,60)",40
Autochtoon,Man,"[30,40)",Overig,Vrouw,"[60,70)",40
Autochtoon,Man,"[30,40)",Surinaams,Man,"[0,20)",40
Autochtoon,Man,"[30,40)",Surinaams,Man,"[20,30)",10
Autochtoon,Man,"[30,40)",Surinaams,Man,"[30,40)",20
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[0,20)",20
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[20,30)",140
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[30,40)",480
Autochtoon,Man,"[30,40)",Surinaams,Vrouw,"[40,50)",20
Autochtoon,Man,"[30,40)",Turks,Man,"[0,20)",20
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[0,20)",20
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[20,30)",10
Autochtoon,Man,"[30,40)",Turks,Vrouw,"[30,40)",120
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[0,20)",8570
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[20,30)",270
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[30,40)",250
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[40,50)",710
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[50,60)",340
Autochtoon,Man,"[40,50)",Autochtoon,Man,"[60,70)",20
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[0,20)",8030
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[20,30)",420
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[30,40)",9360
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[40,50)",21370
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[50,60)",4020
Autochtoon,Man,"[40,50)",Autochtoon,Vrouw,"[60,70)",150
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[0,20)",10
Autochtoon,Man,"[40,50)",Marokkaans,Man,"[30,40)",10
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[0,20)",10
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[30,40)",40
Autochtoon,Man,"[40,50)",Marokkaans,Vrouw,"[40,50)",40
Autochtoon,Man,"[40,50)",Overig,Man,"[0,20)",1840
Autochtoon,Man,"[40,50)",Overig,Man,"[20,30)",50
Autochtoon,Man,"[40,50)",Overig,Man,"[30,40)",270
Autochtoon,Man,"[40,50)",Overig,Man,"[40,50)",800
Autochtoon,Man,"[40,50)",Overig,Man,"[50,60)",130
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[0,20)",1860
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[20,30)",1740
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[30,40)",4410
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[40,50)",6460
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[50,60)",670
Autochtoon,Man,"[40,50)",Overig,Vrouw,"[60,70)",50
Autochtoon,Man,"[40,50)",Surinaams,Man,"[0,20)",80
Autochtoon,Man,"[40,50)",Surinaams,Man,"[30,40)",10
Autochtoon,Man,"[40,50)",Surinaams,Man,"[40,50)",10
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[0,20)",90
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[30,40)",120
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[40,50)",550
Autochtoon,Man,"[40,50)",Surinaams,Vrouw,"[50,60)",20
Autochtoon,Man,"[40,50)",Turks,Man,"[0,20)",190
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[0,20)",20
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[30,40)",30
Autochtoon,Man,"[40,50)",Turks,Vrouw,"[40,50)",80
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[0,20)",4650
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[20,30)",1780
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[30,40)",110
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[40,50)",340
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[50,60)",4440
Autochtoon,Man,"[50,60)",Autochtoon,Man,"[60,70)",570
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[0,20)",4380
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[20,30)",1660
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[30,40)",410
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[40,50)",20320
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[50,60)",49550
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[60,70)",3450
Autochtoon,Man,"[50,60)",Autochtoon,Vrouw,"[70,80)",90
Autochtoon,Man,"[50,60)",Overig,Man,"[0,20)",2140
Autochtoon,Man,"[50,60)",Overig,Man,"[20,30)",260
Autochtoon,Man,"[50,60)",Overig,Man,"[30,40)",250
Autochtoon,Man,"[50,60)",Overig,Man,"[40,50)",190
Autochtoon,Man,"[50,60)",Overig,Man,"[50,60)",2990
Autochtoon,Man,"[50,60)",Overig,Man,"[60,70)",760
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[0,20)",1140
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[20,30)",280
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[30,40)",960
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[40,50)",7990
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[50,60)",9720
Autochtoon,Man,"[50,60)",Overig,Vrouw,"[60,70)",1270
Autochtoon,Man,"[50,60)",Surinaams,Man,"[0,20)",70
Autochtoon,Man,"[50,60)",Surinaams,Man,"[20,30)",40
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[0,20)",60
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[40,50)",560
Autochtoon,Man,"[50,60)",Surinaams,Vrouw,"[50,60)",2500
Autochtoon,Man,"[50,60)",Turks,Man,"[0,20)",10
Autochtoon,Man,"[50,60)",Turks,Vrouw,"[40,50)",10
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[0,20)",630
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[20,30)",1430
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[30,40)",600
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[40,50)",20
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[50,60)",570
Autochtoon,Man,"[60,70)",Autochtoon,Man,"[60,70)",2330
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[0,20)",620
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[20,30)",920
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[30,40)",170
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[40,50)",390
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[50,60)",19680
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[60,70)",62790
Autochtoon,Man,"[60,70)",Autochtoon,Vrouw,"[70,80)",13370
Autochtoon,Man,"[60,70)",Overig,Man,"[0,20)",170
Autochtoon,Man,"[60,70)",Overig,Man,"[20,30)",130
Autochtoon,Man,"[60,70)",Overig,Man,"[30,40)",30
Autochtoon,Man,"[60,70)",Overig,Man,"[50,60)",940
Autochtoon,Man,"[60,70)",Overig,Man,"[60,70)",460
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[0,20)",200
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[20,30)",3110
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[30,40)",50
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[40,50)",1120
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[50,60)",9990
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[60,70)",15450
Autochtoon,Man,"[60,70)",Overig,Vrouw,"[70,80)",7250
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[50,60)",150
Autochtoon,Man,"[60,70)",Surinaams,Vrouw,"[60,70)",310
Autochtoon,Man,"[70,80)",Autochtoon,Man,"[0,20)",50
Autochtoon,Man,"[70,80)",Autochtoon,Man,"[30,40)",50
Autochtoon,Man,"[70,80)",Autochtoon,Man,"[70,80)",6920
Autochtoon,Man,"[70,80)",Autochtoon,Vrouw,"[0,20)",50
Autochtoon,Man,"[70,80)",Autochtoon,Vrouw,"[30,40)",30
Autochtoon,Man,"[70,80)",Autochtoon,Vrouw,"[50,60)",2760
Autochtoon,Man,"[70,80)",Autochtoon,Vrouw,"[60,70)",41100
Autochtoon,Man,"[70,80)",Autochtoon,Vrouw,"[70,80)",150450
Autochtoon,Man,"[70,80)",Overig,Vrouw,"[50,60)",1340
Autochtoon,Man,"[70,80)",Overig,Vrouw,"[60,70)",10210
Autochtoon,Man,"[70,80)",Overig,Vrouw,"[70,80)",49920
Autochtoon,Man,"[80,120]",Autochtoon,Vrouw,"[70,80)",80250
Autochtoon,Man,"[80,120]",Autochtoon,Vrouw,"[80,120]",120700
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[0,20)",14500
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[20,30)",950
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[30,40)",4720
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[40,50)",8030
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[50,60)",4380
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[60,70)",620
Autochtoon,Vrouw,"[0,20)",Autochtoon,Man,"[70,80)",50
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[0,20)",13990
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[20,30)",1350
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[30,40)",7280
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[40,50)",9620
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[50,60)",3860
Autochtoon,Vrouw,"[0,20)",Autochtoon,Vrouw,"[60,70)",160
Autochtoon,Vrouw,"[0,20)",Marokkaans,Man,"[0,20)",60
Autochtoon,Vrouw,"[0,20)",Marokkaans,Man,"[20,30)",150
Autochtoon,Vrouw,"[0,20)",Marokkaans,Man,"[30,40)",680
Autochtoon,Vrouw,"[0,20)",Marokkaans,Man,"[40,50)",160
Autochtoon,Vrouw,"[0,20)",Marokkaans,Man,"[50,60)",10
Autochtoon,Vrouw,"[0,20)",Marokkaans,Vrouw,"[0,20)",40
Autochtoon,Vrouw,"[0,20)",Marokkaans,Vrouw,"[20,30)",410
Autochtoon,Vrouw,"[0,20)",Marokkaans,Vrouw,"[30,40)",950
Autochtoon,Vrouw,"[0,20)",Marokkaans,Vrouw,"[40,50)",110
Autochtoon,Vrouw,"[0,20)",Marokkaans,Vrouw,"[50,60)",10
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[0,20)",170
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[20,30)",90
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[30,40)",960
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[40,50)",1280
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[50,60)",540
Autochtoon,Vrouw,"[0,20)",Overig,Man,"[60,70)",70
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[0,20)",160
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[20,30)",360
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[30,40)",1910
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[40,50)",1560
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[50,60)",700
Autochtoon,Vrouw,"[0,20)",Overig,Vrouw,"[60,70)",100
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[0,20)",190
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[20,30)",170
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[30,40)",520
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[40,50)",310
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[50,60)",80
Autochtoon,Vrouw,"[0,20)",Surinaams,Man,"[60,70)",10
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[0,20)",200
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[20,30)",610
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[30,40)",1310
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[40,50)",590
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[50,60)",220
Autochtoon,Vrouw,"[0,20)",Surinaams,Vrouw,"[60,70)",90
Autochtoon,Vrouw,"[0,20)",Turks,Man,"[0,20)",20
Autochtoon,Vrouw,"[0,20)",Turks,Man,"[20,30)",120
Autochtoon,Vrouw,"[0,20)",Turks,Man,"[30,40)",420
Autochtoon,Vrouw,"[0,20)",Turks,Man,"[40,50)",120
Autochtoon,Vrouw,"[0,20)",Turks,Man,"[50,60)",10
Autochtoon,Vrouw,"[0,20)",Turks,Vrouw,"[0,20)",20
Autochtoon,Vrouw,"[0,20)",Turks,Vrouw,"[20,30)",220
Autochtoon,Vrouw,"[0,20)",Turks,Vrouw,"[30,40)",550
Autochtoon,Vrouw,"[0,20)",Turks,Vrouw,"[40,50)",50
Autochtoon,Vrouw,"[0,20)",Turks,Vrouw,"[50,60)",10
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[0,20)",1330
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[20,30)",10150
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[30,40)",6410
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[40,50)",420
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[50,60)",1660
Autochtoon,Vrouw,"[20,30)",Autochtoon,Man,"[60,70)",920
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[0,20)",1350
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[20,30)",8780
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[30,40)",640
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[40,50)",470
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[50,60)",2460
Autochtoon,Vrouw,"[20,30)",Autochtoon,Vrouw,"[60,70)",600
Autochtoon,Vrouw,"[20,30)",Marokkaans,Man,"[20,30)",100
Autochtoon,Vrouw,"[20,30)",Marokkaans,Man,"[30,40)",30
Autochtoon,Vrouw,"[20,30)",Marokkaans,Vrouw,"[0,20)",10
Autochtoon,Vrouw,"[20,30)",Marokkaans,Vrouw,"[20,30)",10
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[0,20)",120
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[20,30)",3080
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[30,40)",1710
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[40,50)",80
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[50,60)",120
Autochtoon,Vrouw,"[20,30)",Overig,Man,"[60,70)",90
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[0,20)",120
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[20,30)",1600
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[30,40)",140
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[40,50)",80
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[50,60)",330
Autochtoon,Vrouw,"[20,30)",Overig,Vrouw,"[60,70)",110
Autochtoon,Vrouw,"[20,30)",Surinaams,Man,"[0,20)",30
Autochtoon,Vrouw,"[20,30)",Surinaams,Man,"[20,30)",250
Autochtoon,Vrouw,"[20,30)",Surinaams,Man,"[30,40)",220
Autochtoon,Vrouw,"[20,30)",Surinaams,Vrouw,"[0,20)",20
Autochtoon,Vrouw,"[20,30)",Surinaams,Vrouw,"[20,30)",70
Autochtoon,Vrouw,"[20,30)",Surinaams,Vrouw,"[40,50)",70
Autochtoon,Vrouw,"[20,30)",Turks,Man,"[20,30)",60
Autochtoon,Vrouw,"[20,30)",Turks,Man,"[30,40)",30
Autochtoon,Vrouw,"[20,30)",Turks,Vrouw,"[20,30)",20
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[0,20)",7630
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[20,30)",1460
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[30,40)",22420
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[40,50)",9360
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[50,60)",410
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[60,70)",170
Autochtoon,Vrouw,"[30,40)",Autochtoon,Man,"[70,80)",30
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[0,20)",7280
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[20,30)",640
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[30,40)",1280
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[40,50)",160
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[50,60)",150
Autochtoon,Vrouw,"[30,40)",Autochtoon,Vrouw,"[60,70)",320
Autochtoon,Vrouw,"[30,40)",Marokkaans,Man,"[0,20)",90
Autochtoon,Vrouw,"[30,40)",Marokkaans,Man,"[30,40)",190
Autochtoon,Vrouw,"[30,40)",Marokkaans,Man,"[40,50)",40
Autochtoon,Vrouw,"[30,40)",Marokkaans,Vrouw,"[0,20)",70
Autochtoon,Vrouw,"[30,40)",Overig,Man,"[0,20)",1240
Autochtoon,Vrouw,"[30,40)",Overig,Man,"[20,30)",320
Autochtoon,Vrouw,"[30,40)",Overig,Man,"[30,40)",5190
Autochtoon,Vrouw,"[30,40)",Overig,Man,"[40,50)",4750
Autochtoon,Vrouw,"[30,40)",Overig,Man,"[50,60)",110
Autochtoon,Vrouw,"[30,40)",Overig,Vrouw,"[0,20)",1090
Autochtoon,Vrouw,"[30,40)",Overig,Vrouw,"[20,30)",140
Autochtoon,Vrouw,"[30,40)",Overig,Vrouw,"[30,40)",1200
Autochtoon,Vrouw,"[30,40)",Overig,Vrouw,"[40,50)",40
Autochtoon,Vrouw,"[30,40)",Overig,Vrouw,"[50,60)",10
Autochtoon,Vrouw,"[30,40)",Surinaams,Man,"[0,20)",130
Autochtoon,Vrouw,"[30,40)",Surinaams,Man,"[20,30)",20
Autochtoon,Vrouw,"[30,40)",Surinaams,Man,"[30,40)",450
Autochtoon,Vrouw,"[30,40)",Surinaams,Man,"[40,50)",170
Autochtoon,Vrouw,"[30,40)",Surinaams,Vrouw,"[0,20)",130
Autochtoon,Vrouw,"[30,40)",Turks,Man,"[30,40)",90
Autochtoon,Vrouw,"[30,40)",Turks,Man,"[40,50)",20
Autochtoon,Vrouw,"[30,40)",Turks,Vrouw,"[0,20)",20
Autochtoon,Vrouw,"[40,50)",Autochtoon,Man,"[0,20)",10540
