lft_src,etngrp_src,lft_dst,etngrp_dst,n
"[30,40)",Overig,"[30,40)",Marokkaans,24020
"[30,40)",Overig,"[30,40)",Overig,875400
"[30,40)",Overig,"[30,40)",Surinaams,30000
"[30,40)",Overig,"[30,40)",Turks,17220
"[30,40)",Overig,"[40,50)",Autochtoon,177500
"[30,40)",Overig,"[40,50)",Marokkaans,16200
"[30,40)",Overig,"[40,50)",Overig,188610
"[30,40)",Overig,"[40,50)",Surinaams,22440
"[30,40)",Overig,"[40,50)",Turks,8080
"[30,40)",Overig,"[50,60)",Autochtoon,152210
"[30,40)",Overig,"[50,60)",Marokkaans,9290
"[30,40)",Overig,"[50,60)",Overig,82750
"[30,40)",Overig,"[50,60)",Surinaams,25040
"[30,40)",Overig,"[50,60)",Turks,4290
"[30,40)",Overig,"[60,70)",Autochtoon,43170
"[30,40)",Overig,"[60,70)",Marokkaans,1110
"[30,40)",Overig,"[60,70)",Overig,19970
"[30,40)",Overig,"[60,70)",Surinaams,9440
"[30,40)",Overig,"[60,70)",Turks,270
"[30,40)",Overig,"[70,80)",Autochtoon,840
"[30,40)",Overig,"[70,80)",Overig,30
"[30,40)",Surinaams,"[0,20)",Autochtoon,4020
"[30,40)",Surinaams,"[0,20)",Marokkaans,2510
"[30,40)",Surinaams,"[0,20)",Overig,5440
"[30,40)",Surinaams,"[0,20)",Surinaams,3660
"[30,40)",Surinaams,"[0,20)",Turks,1090
"[30,40)",Surinaams,"[20,30)",Autochtoon,41320
"[30,40)",Surinaams,"[20,30)",Marokkaans,9000
"[30,40)",Surinaams,"[20,30)",Overig,28730
"[30,40)",Surinaams,"[20,30)",Surinaams,16110
"[30,40)",Surinaams,"[20,30)",Turks,5770
"[30,40)",Surinaams,"[30,40)",Autochtoon,35370
"[30,40)",Surinaams,"[30,40)",Marokkaans,7290
"[30,40)",Surinaams,"[30,40)",Overig,30890
"[30,40)",Surinaams,"[30,40)",Surinaams,19160
"[30,40)",Surinaams,"[30,40)",Turks,4500
"[30,40)",Surinaams,"[40,50)",Autochtoon,27840
"[30,40)",Surinaams,"[40,50)",Marokkaans,5510
"[30,40)",Surinaams,"[40,50)",Overig,19990
"[30,40)",Surinaams,"[40,50)",Surinaams,13840
"[30,40)",Surinaams,"[40,50)",Turks,2700
"[30,40)",Surinaams,"[50,60)",Autochtoon,33150
"[30,40)",Surinaams,"[50,60)",Marokkaans,2670
"[30,40)",Surinaams,"[50,60)",Overig,15960
"[30,40)",Surinaams,"[50,60)",Surinaams,16510
